"Date(UTC)","Pair","Side","Price","Executed","Amount","Fee"
"2023-11-13 09:57:43","ETHUSDT","SELL","2054.99","0.0747ETH","153.507753USDT","0.15350775USDT"
"2023-11-13 09:57:31","BTCUSDT","SELL","36989.79","0.00568BTC","210.1020072USDT","0.21010201USDT"
"2023-11-13 09:57:15","DOTUSDT","SELL","5.708","43.47DOT","248.12676USDT","0.24812676USDT"
"2023-11-13 09:57:15","DOTUSDT","SELL","5.708","106.53DOT","608.07324USDT","0.60807324USDT"
"2023-05-28 13:26:29","DOTUSDT","SELL","5.386","150DOT","807.9USDT","0.8079USDT"
"2022-01-15 12:43:19","DOTUSDT","SELL","26.89","5.17DOT","139.0213USDT","0.1390213USDT"
"2022-01-15 12:43:19","DOTUSDT","SELL","26.89","12.35DOT","332.0915USDT","0.3320915USDT"
"2022-01-13 09:38:02","BTCUSDT","BUY","43879.78","0.00569BTC","249.6759482USDT","0.00000569BTC"
"2022-01-13 09:16:20","ETHUSDT","BUY","3350.34","0.0746ETH","249.935364USDT","0.0000746ETH"
"2022-01-11 21:39:45","ADAUSDT","SELL","1.188","96.3ADA","114.4044USDT","0.000186BNB"
"2022-01-11 21:39:45","ADAUSDT","SELL","1.188","908.3ADA","1079.0604USDT","1.0790604USDT"
"2021-11-01 14:13:44","BNBUSDT","BUY","534.8","1.402BNB","749.7896USDT","0.0010515BNB"
"2021-09-09 21:51:00","ADAETH","SELL","0.0007315","386.4ADA","0.2826516ETH","0.00028265ETH"
"2021-09-09 21:51:00","ADAETH","SELL","0.0007315","905.6ADA","0.6624464ETH","0.00066245ETH"
"2021-09-09 21:51:00","ADAETH","SELL","0.0007314","550.3ADA","0.40248942ETH","0.00040249ETH"
"2021-09-09 21:51:00","ADAETH","SELL","0.0007314","617.8ADA","0.45185892ETH","0.00045186ETH"
"2021-09-09 21:51:00","ADAETH","SELL","0.0007314","550.3ADA","0.40248942ETH","0.00040249ETH"
"2021-09-02 14:25:41","ETHUSDT","BUY","3803","0.1886ETH","717.2458USDT","0.0001886ETH"
"2021-09-02 14:23:55","BNBUSDT","SELL","491.4","3.499BNB","1719.4086USDT","1.7194086USDT"
"2021-08-19 22:06:21","ADAUSDT","SELL","2.3788","114.39ADA","272.110932USDT","0.27211093USDT"
"2021-08-19 22:06:21","ADAUSDT","SELL","2.3791","67.51ADA","160.613041USDT","0.16061304USDT"
"2021-08-19 22:06:21","ADAUSDT","SELL","2.3792","104.5ADA","248.6264USDT","0.2486264USDT"
"2021-08-19 22:06:21","ADAUSDT","SELL","2.3789","725.15ADA","1725.059335USDT","1.72505934USDT"
"2021-08-19 22:06:21","ADAUSDT","SELL","2.3788","354.75ADA","843.8793USDT","0.8438793USDT"
"2021-08-01 15:49:15","BTTBNB","SELL","0.00000868","6000BTT","0.05208BNB","0.00003906BNB"
"2021-08-01 15:49:15","BTTBNB","SELL","0.00000867","702BTT","0.00608634BNB","0.00000456BNB"
"2021-08-01 15:49:15","BTTBNB","SELL","0.00000868","12135BTT","0.1053318BNB","0.00007899BNB"
"2021-08-01 15:45:19","TRXBTC","SELL","0.00000158","2716TRX","0.00429128BTC","0.00039175BNB"
"2021-08-01 15:45:19","TRXBTC","SELL","0.00000158","13TRX","0.00002054BTC","0.00000182BNB"
"2021-08-01 15:44:46","ADABTC","SELL","0.00003288","282ADA","0.00927216BTC","0.00084642BNB"
"2021-06-25 15:10:57","ARPABTC","SELL","0.00000087","278ARPA","0.00024186BTC","0.00002042BNB"
"2021-06-25 15:10:57","ARPABTC","SELL","0.00000087","773ARPA","0.00067251BTC","0.00005702BNB"
"2021-06-25 15:10:57","ARPABTC","SELL","0.00000087","115ARPA","0.00010005BTC","0.0000085BNB"
"2021-06-25 15:10:57","ARPABTC","SELL","0.00000087","153ARPA","0.00013311BTC","0.00001106BNB"
"2021-06-25 15:10:57","ARPABTC","SELL","0.00000087","26802ARPA","0.02331774BTC","0.00002332BTC"
"2021-06-25 15:10:57","ARPABTC","SELL","0.00000087","153ARPA","0.00013311BTC","0.00001106BNB"
"2021-06-25 15:09:08","OMGBTC","SELL","0.00011","120.52OMG","0.0132572BTC","0.00001326BTC"
"2021-06-25 15:08:47","ZRXBTC","SELL","0.00001885","12ZRX","0.0002262BTC","0.00001962BNB"
"2021-06-25 15:08:42","ZRXBTC","SELL","0.00001885","260ZRX","0.004901BTC","0.00041799BNB"
"2021-06-25 15:08:42","ZRXBTC","SELL","0.00001884","1000ZRX","0.01884BTC","0.00160713BNB"
"2021-06-25 15:08:42","ZRXBTC","SELL","0.00001884","12ZRX","0.00022608BTC","0.00001962BNB"
"2021-06-25 15:08:42","ZRXBTC","SELL","0.00001884","29ZRX","0.00054636BTC","0.00004691BNB"
"2021-06-25 15:08:42","ZRXBTC","SELL","0.00001884","4ZRX","0.00007536BTC","0.00000681BNB"
"2021-06-25 15:07:33","AAVEBTC","SELL","0.005809","5AAVE","0.029045BTC","0.00247697BNB"
"2021-06-07 17:51:36","SUSHIBTC","BUY","0.0003134","228.35SUSHI","0.07156489BTC","0.22835SUSHI"
"2021-05-21 08:00:28","AAVEBTC","BUY","0.01125","5AAVE","0.05625BTC","0.005AAVE"
"2021-05-19 06:44:23","BNBUSDT","BUY","429.65","2.1021BNB","903.167265USDT","0.00157657BNB"
"2021-05-19 01:47:42","HOTUSDT","SELL","0.010488","84144HOT","882.502272USDT","0.00137502BNB"
"2021-05-19 01:47:42","HOTUSDT","SELL","0.010488","1974HOT","20.703312USDT","0.00003225BNB"
"2021-05-19 01:17:14","MATICBNB","SELL","0.0044892","1758MATIC","7.8920136BNB","0.005919BNB"
"2021-05-18 21:47:50","AAVEBTC","SELL","0.014964","1.61AAVE","0.02409204BTC","0.00152275BNB"
"2021-05-18 21:47:50","AAVEBTC","SELL","0.014962","1.43AAVE","0.02139566BTC","0.00135271BNB"
"2021-05-18 21:47:50","AAVEBTC","SELL","0.014959","1.99AAVE","0.02976841BTC","0.00002977BTC"
"2021-05-18 21:36:40","DOGEBTC","SELL","0.00001107","4751DOGE","0.05259357BTC","0.00333495BNB"
"2021-05-08 06:56:04","BNBBTC","BUY","0.010874","1.86BNB","0.02022564BTC","0.001395BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.8205","14.8MATIC","12.1434USDT","0.00001454BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.8203","4066MATIC","3335.3398USDT","0.00399691BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82052","37.4MATIC","30.687448USDT","0.00003675BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82054","3702.3MATIC","3037.885242USDT","0.00363939BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82044","24.4MATIC","20.018736USDT","0.00002398BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.8205","99.3MATIC","81.47565USDT","0.00009761BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82043","3838.2MATIC","3148.974426USDT","0.00377298BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82042","28.4MATIC","23.299928USDT","0.00002791BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82029","62MATIC","50.85798USDT","0.00006094BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82049","326.1MATIC","267.561789USDT","0.00032055BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82048","80.5MATIC","66.04864USDT","0.00007912BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.8205","12.9MATIC","10.58445USDT","0.00001267BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82045","24.5MATIC","20.101025USDT","0.00002408BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.8205","25MATIC","20.5125USDT","0.00002457BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82052","37.4MATIC","30.687448USDT","0.00003675BNB"
"2021-05-02 21:22:30","MATICUSDT","BUY","0.82046","13.4MATIC","10.994164USDT","0.00001317BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77161","129.4MATIC","99.846334USDT","0.00012137BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77179","28.4MATIC","21.918836USDT","0.00002664BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77157","4602.3MATIC","3550.996611USDT","0.00431674BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77161","129.4MATIC","99.846334USDT","0.00012137BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77159","3670.8MATIC","2832.352572USDT","0.00344313BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77178","2558.3MATIC","1974.444774USDT","0.00240021BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77165","129.4MATIC","99.85151USDT","0.00012138BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77165","129.4MATIC","99.85151USDT","0.00012138BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77165","129.4MATIC","99.85151USDT","0.00012138BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77179","1216.4MATIC","938.805356USDT","0.00114125BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77165","129.4MATIC","99.85151USDT","0.00012138BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77165","129.4MATIC","99.85151USDT","0.00012138BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.7718","64.7MATIC","49.93546USDT","0.00006069BNB"
"2021-05-01 09:04:20","MATICUSDT","SELL","0.77165","129.4MATIC","99.85151USDT","0.00012138BNB"
"2021-04-20 07:42:06","ARPABNB","SELL","0.000188","332ARPA","0.062416BNB","0.00004681BNB"
"2021-04-20 07:42:06","ARPABNB","SELL","0.000188","2783ARPA","0.523204BNB","0.0003924BNB"
"2021-04-20 07:42:06","ARPABNB","SELL","0.000188","2000ARPA","0.376BNB","0.000282BNB"
"2021-04-20 07:42:06","ARPABNB","SELL","0.000188","351ARPA","0.065988BNB","0.00004949BNB"
"2021-04-20 07:42:06","ARPABNB","SELL","0.000188","332ARPA","0.062416BNB","0.00004681BNB"
"2021-04-20 07:42:06","ARPABNB","SELL","0.000188","4810ARPA","0.90428BNB","0.00067821BNB"
"2021-04-20 07:42:06","ARPABNB","SELL","0.000188","392ARPA","0.073696BNB","0.00005527BNB"
"2021-04-07 10:35:55","ETHBTC","BUY","0.035555","0.843ETH","0.02997286BTC","0.00333906BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002124","8BAT","0.00016992BTC","0.00002046BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002123","32BAT","0.00067936BTC","0.00008185BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002123","11BAT","0.00023353BTC","0.00002768BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002124","29BAT","0.00061596BTC","0.00007463BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002124","469BAT","0.00996156BTC","0.00119903BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002124","5BAT","0.0001062BTC","0.00001323BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002123","29BAT","0.00061567BTC","0.00007463BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002123","815BAT","0.01730245BTC","0.00208266BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002124","65BAT","0.0013806BTC","0.00016612BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002123","6BAT","0.00012738BTC","0.00001564BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002123","9BAT","0.00019107BTC","0.00002286BNB"
"2021-04-06 00:08:06","BATBTC","SELL","0.00002124","22BAT","0.00046728BTC","0.00005658BNB"
"2021-04-05 13:37:49","BATBTC","BUY","0.00002105","746BAT","0.0157033BTC","0.00185414BNB"
"2021-04-05 13:37:38","BATBTC","BUY","0.00002105","96BAT","0.0020208BTC","0.00023859BNB"
"2021-04-05 13:37:29","BATBTC","BUY","0.00002105","111BAT","0.00233655BTC","0.00027588BNB"
"2021-04-05 13:37:16","BATBTC","BUY","0.00002105","547BAT","0.01151435BTC","0.00135954BNB"
"2021-04-05 13:34:30","BALBTC","SELL","0.0010141","19.51BAL","0.01978509BTC","0.00233203BNB"
"2021-04-05 13:34:30","BALBTC","SELL","0.0010142","5BAL","0.005071BTC","0.00059744BNB"
"2021-04-05 13:32:45","BNTBTC","SELL","0.0001304","5.9BNT","0.00076936BTC","0.0000909BNB"
"2021-04-05 13:32:45","BNTBTC","SELL","0.0001304","47.2BNT","0.00615488BTC","0.00072606BNB"
"2021-04-05 13:32:45","BNTBTC","SELL","0.0001304","5.9BNT","0.00076936BTC","0.0000909BNB"
"2021-03-17 20:30:57","BNTUSDT","BUY","7.8","44.02BNT","343.356USDT","0.00098049BNB"
"2021-03-17 20:27:37","BNTUSDT","BUY","7.8","15BNT","117USDT","0.00033354BNB"
"2021-03-17 20:26:30","1INCHUSDT","SELL","4.5911","100.281INCH","460.395508USDT","0.00131033BNB"
"2021-03-13 12:32:19","ETHUSDT","BUY","1892.68","0.26416ETH","499.9703488USDT","0.00133688BNB"
"2021-03-13 12:32:02","MATICUSDT","SELL","0.41893","1193.5MATIC","499.992955USDT","0.00133551BNB"
"2021-03-11 22:12:17","ETHUSDT","BUY","1842.44","0.4ETH","736.976USDT","0.00188949BNB"
"2021-03-11 22:12:17","ETHUSDT","BUY","1842.56","2.53646ETH","4673.5797376USDT","0.01198159BNB"
"2021-03-11 22:12:17","ETHUSDT","BUY","1842.44","0.26406ETH","486.5147064USDT","0.00124734BNB"
"2021-03-11 22:12:17","ETHUSDT","BUY","1842.44","0.0194ETH","35.743336USDT","0.00009163BNB"
"2021-03-11 22:12:17","ETHUSDT","BUY","1842.55","0.82563ETH","1521.2645565USDT","0.00390006BNB"
"2021-03-11 22:05:01","DOTUSDT","SELL","37.27","30.96DOT","1153.8792USDT","0.00297412BNB"
"2021-03-11 22:05:01","DOTUSDT","SELL","37.27","14.73DOT","548.9871USDT","0.00141501BNB"
"2021-03-11 22:05:01","DOTUSDT","SELL","37.27","4.66DOT","173.6782USDT","0.00044765BNB"
"2021-03-11 22:05:01","DOTUSDT","SELL","37.27","21.39DOT","797.2053USDT","0.00205479BNB"
"2021-03-11 22:05:01","DOTUSDT","SELL","37.27","9.25DOT","344.7475USDT","0.00088858BNB"
"2021-03-11 22:04:55","DOTUSDT","SELL","37.27","53.99DOT","2012.2073USDT","0.00518646BNB"
"2021-03-11 22:04:55","DOTUSDT","SELL","37.27","1DOT","37.27USDT","0.00009606BNB"
"2021-03-11 22:04:54","DOTUSDT","SELL","37.27","1.02DOT","38.0154USDT","0.00009798BNB"
"2021-03-11 22:04:53","DOTUSDT","SELL","37.2714","63DOT","2348.0982USDT","0.00605222BNB"
"2021-03-10 22:02:51","USDCUSDT","BUY","1.0002","2290.84USDC","2291.298168USDT","0.00605561BNB"
"2021-03-10 22:02:39","BALUSDT","SELL","46.827","0.623BAL","29.173221USDT","0.00007712BNB"
"2021-03-10 22:02:34","BALUSDT","SELL","46.827","0.227BAL","10.629729USDT","0.00002809BNB"
"2021-03-10 22:02:33","BALUSDT","SELL","46.827","0.761BAL","35.635347USDT","0.0000942BNB"
"2021-03-10 22:02:33","BALUSDT","SELL","46.827","2.54BAL","118.94058USDT","0.00031443BNB"
"2021-03-10 22:02:33","BALUSDT","SELL","46.827","8.48BAL","397.09296USDT","0.00104976BNB"
"2021-03-10 22:01:37","BALUSDT","SELL","46.827","36.3BAL","1699.8201USDT","0.00449253BNB"
"2021-03-10 21:56:20","USDCUSDT","BUY","1.0002","2893.99USDC","2894.568798USDT","0.00772056BNB"
"2021-03-10 21:56:03","USDTDAI","BUY","0.9993","239.04USDT","238.872672DAI","0.00063667BNB"
"2021-03-10 21:56:03","USDTDAI","BUY","0.9993","600.52USDT","600.099636DAI","0.00159946BNB"
"2021-03-10 21:13:52","UNIUSDT","BUY","30.7174","79.71UNI","2448.483954USDT","0.0067013BNB"
"2021-03-10 21:13:52","UNIUSDT","BUY","30.7068","47.32UNI","1453.045776USDT","0.00397824BNB"
"2021-03-10 21:13:52","UNIUSDT","BUY","30.7079","3.2UNI","98.26528USDT","0.00026902BNB"
"2021-03-10 21:07:46","ADAUSDT","SELL","1.11917","4371.1ADA","4892.003987USDT","0.01353491BNB"
"2021-03-10 21:07:46","ADAUSDT","SELL","1.11979","4ADA","4.47916USDT","0.00001239BNB"
"2021-03-10 21:07:46","ADAUSDT","SELL","1.11951","624.9ADA","699.581799USDT","0.00193556BNB"
"2021-03-09 19:17:28","ALPHAUSDT","BUY","1.74893","1143.5ALPHA","1999.901455USDT","0.00546382BNB"
"2021-03-08 18:12:26","LINKUSDT","BUY","30.7259","3.26LINK","100.166434USDT","0.00032154BNB"
"2021-03-08 18:12:26","LINKUSDT","BUY","30.7259","1.62LINK","49.775958USDT","0.00015978BNB"
"2021-03-08 12:16:55","LINKUSDT","BUY","29.8","99LINK","2950.2USDT","0.00940726BNB"
"2021-03-08 12:15:53","LINKUSDT","BUY","29.5973","150LINK","4439.595USDT","0.01421928BNB"
"2021-03-08 12:15:53","LINKUSDT","BUY","29.6","1.06LINK","31.376USDT","0.00010047BNB"
"2021-03-08 10:32:19","GRTUSDT","SELL","1.825","1250.8GRT","2282.71USDT","0.00735322BNB"
"2021-03-08 10:32:16","GRTUSDT","SELL","1.825","2117.2GRT","3863.89USDT","0.01244664BNB"
"2021-03-08 10:32:05","GRTUSDT","SELL","1.825","147.3GRT","268.8225USDT","0.00086739BNB"
"2021-03-08 10:31:52","GRTUSDT","SELL","1.825","520.7GRT","950.2775USDT","0.00306623BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82386","172.9GRT","315.345394USDT","0.00101972BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82345","24GRT","43.7628USDT","0.00014154BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82351","22.6GRT","41.211326USDT","0.00013328BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82387","77.9GRT","142.079473USDT","0.00045943BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82337","8GRT","14.58696USDT","0.00004717BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82385","411.5GRT","750.514275USDT","0.00242693BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82346","65.9GRT","120.166014USDT","0.00038865BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82315","15.8GRT","28.80577USDT","0.00009318BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82293","642.2GRT","1170.685646USDT","0.00378754BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82292","9.8GRT","17.864616USDT","0.00005779BNB"
"2021-03-08 10:15:24","GRTUSDT","BUY","1.82363","7GRT","12.76541USDT","0.00004128BNB"
"2021-03-08 10:14:49","BNBUSDT","SELL","231.3186","23BNB","5320.3278USDT","0.0172778BNB"
"2021-03-08 10:12:38","AAVEBNB","SELL","1.7172","2.06AAVE","3.537432BNB","0.00265307BNB"
"2021-03-08 10:12:38","AAVEBNB","SELL","1.7172","2.97AAVE","5.100084BNB","0.00382506BNB"
"2021-03-08 10:11:21","SUSHIBNB","SELL","0.0733","133.36SUSHI","9.775288BNB","0.00733146BNB"
"2021-03-08 10:11:21","SUSHIBNB","SELL","0.0733","1.36SUSHI","0.099688BNB","0.00007476BNB"
"2021-03-08 10:11:21","SUSHIBNB","SELL","0.0733","48.31SUSHI","3.541123BNB","0.00265584BNB"
"2021-03-08 10:11:16","SUSHIBNB","SELL","0.0733","16.97SUSHI","1.243901BNB","0.00093292BNB"
"2021-03-04 10:59:38","BNBUSDT","BUY","238.642","0.169BNB","40.330498USDT","0.00012675BNB"
"2021-03-04 10:57:37","XLMUSDT","SELL","0.41313","1608.9XLM","664.684857USDT","0.66468486USDT"
"2021-02-23 23:17:13","FTMBNB","BUY","0.001971","122FTM","0.240462BNB","0.122FTM"
"2021-02-23 23:17:13","FTMBNB","BUY","0.001972","168FTM","0.331296BNB","0.168FTM"
"2021-02-23 23:17:13","FTMBNB","BUY","0.001978","5970FTM","11.80866BNB","5.97FTM"
"2021-02-23 23:17:13","FTMBNB","BUY","0.001978","30FTM","0.05934BNB","0.03FTM"
"2021-02-23 23:16:51","ADABNB","SELL","0.004154","60ADA","0.24924BNB","0.00018693BNB"
"2021-02-23 23:16:51","ADABNB","SELL","0.004154","2937ADA","12.200298BNB","0.00915022BNB"
"2021-02-21 23:37:27","ZRXUSDT","BUY","1.6722","410ZRX","685.602USDT","0.41ZRX"
"2021-02-21 23:37:27","ZRXUSDT","BUY","1.6722","27.01ZRX","45.166122USDT","0.02701ZRX"
"2021-02-21 23:37:27","ZRXUSDT","BUY","1.6724","881.69ZRX","1474.538356USDT","0.88169ZRX"
"2021-02-21 23:36:55","ADAUSDT","SELL","1.10583","1997.5ADA","2208.895425USDT","2.20889543USDT"
"2021-02-21 22:53:55","ETHUSDT","BUY","1923.9","0.25995ETH","500.117805USDT","0.00025995ETH"
"2021-02-21 22:53:55","ETHUSDT","BUY","1923.9","2.18515ETH","4204.010085USDT","0.00218515ETH"
"2021-02-18 23:36:32","USDCUSDT","BUY","1","4000USDC","4000USDT","4USDC"
"2021-02-14 00:11:11","ADAUSDT","BUY","0.915","1761.9ADA","1612.1385USDT","1.7619ADA"
"2021-02-14 00:11:08","ADAUSDT","BUY","0.915","3238.1ADA","2962.8615USDT","3.2381ADA"
"2021-02-13 12:39:10","GRTUSDT","BUY","2.35556","14.1GRT","33.213396USDT","0.0141GRT"
"2021-02-13 12:39:10","GRTUSDT","BUY","2.35564","1902.1GRT","4480.662844USDT","1.9021GRT"
"2021-02-13 12:39:10","GRTUSDT","BUY","2.35565","83.8GRT","197.40347USDT","0.0838GRT"
"2021-02-12 07:56:44","ADAUSDT","SELL","0.90701","17.7ADA","16.054077USDT","0.01605408USDT"
"2021-02-12 07:56:44","ADAUSDT","SELL","0.90709","164.5ADA","149.216305USDT","0.14921631USDT"
"2021-02-12 07:56:44","ADAUSDT","SELL","0.90674","590.9ADA","535.792666USDT","0.53579267USDT"
"2021-02-12 07:56:44","ADAUSDT","SELL","0.90711","170.1ADA","154.299411USDT","0.15429941USDT"
"2021-02-12 07:56:44","ADAUSDT","SELL","0.90708","782.5ADA","709.7901USDT","0.7097901USDT"
"2021-02-12 07:56:44","ADAUSDT","SELL","0.90674","1242.6ADA","1126.715124USDT","1.12671512USDT"
"2021-02-12 07:56:44","ADAUSDT","SELL","0.90673","1349.8ADA","1223.904154USDT","1.22390415USDT"
"2021-02-12 07:56:44","ADAUSDT","SELL","0.9071","26.9ADA","24.40099USDT","0.02440099USDT"
"2021-02-12 07:56:44","ADAUSDT","SELL","0.90681","655.5ADA","594.413955USDT","0.59441396USDT"
"2021-02-11 00:09:32","ADAUSDT","SELL","0.92054","5000.5ADA","4603.16027USDT","4.60316027USDT"
"2021-02-10 23:50:03","BALUSDT","BUY","42.952","33.3BAL","1430.3016USDT","0.0333BAL"
"2021-02-10 23:50:03","BALUSDT","BUY","42.975","5.002BAL","214.96095USDT","0.005002BAL"
"2021-02-10 23:50:03","BALUSDT","BUY","42.952","8.271BAL","355.255992USDT","0.008271BAL"
"2021-02-10 23:50:03","BALUSDT","BUY","42.95","2.291BAL","98.39845USDT","0.002291BAL"
"2021-02-10 23:50:03","BALUSDT","BUY","42.951","13.142BAL","564.462042USDT","0.013142BAL"
"2021-02-10 23:50:03","BALUSDT","BUY","42.941","12BAL","515.292USDT","0.012BAL"
"2021-02-10 23:49:11","1INCHUSDT","SELL","4.9","101INCH","49USDT","0.049USDT"
"2021-02-10 23:49:11","1INCHUSDT","SELL","4.9026","37.481INCH","183.749448USDT","0.18374945USDT"
"2021-02-10 23:49:11","1INCHUSDT","SELL","4.9006","7.521INCH","36.852512USDT","0.03685251USDT"
